"Kilometers","Drive_Time","Idle_Time","Avg_Start_Time","N_Starts","Avg_Voltage","Avg_Ambient_Temperature","Class"
10119.7550192593,12729.0913490469,1142.63437427753,12.6774971568066,537.892042659738,23.3606496086933,56.4011413799949,"TRUE"
10134.0292549608,1445.42843289292,956.151887405798,5.30199326410362,370.52972987788,20.4956724106419,92.782005849813,"FALSE"
13099.4855358964,-1705.73969821597,1050.14537172933,8.69089565575973,300.656406764012,26.8216837893987,51.9513313679394,"TRUE"
12032.8982110716,5510.22064730347,1267.10272262887,6.49893639778777,582.14943313822,27.2945655234132,80.3826316300658,"TRUE"
12694.7799990528,-99.7681642479256,1010.28039100239,8.50969727509756,581.696084419109,25.8049355636187,52.9964526793687,"FALSE"
7103.493271405,3826.96783397617,645.528414902395,12.4860107078445,454.683596509671,22.4611397380407,46.2245144018925,"FALSE"
10073.1610348247,22253.1754888122,1329.09200647434,15.9490237630971,367.191763374634,24.6060335793993,82.0366980033863,"TRUE"
6845.65606308465,16543.590716641,1099.46096974233,9.99645910974919,532.478580490405,23.7839437278286,62.1014321087251,"TRUE"
11079.0204903944,14636.1564503183,1294.56567763543,10.5184706478321,432.121225467957,27.2152455955313,67.7283976592855,"TRUE"
15776.2057259353,10084.2902982043,1390.93169293043,11.0279964237792,456.154684158538,25.6534642831692,76.1111231721468,"TRUE"
10867.0544984471,2242.52574870342,578.271034530477,10.4213904851781,425.733516346744,16.637828161876,35.7014120975722,"FALSE"
5158.09291825473,704.008821571626,1000.92209785688,9.36070198670844,309.247488337922,21.9392610504218,73.670817977617,"FALSE"
11302.6190927257,15640.8601242253,950.175201099786,8.43481251504794,596.739356438614,22.7876777095359,52.7592897407271,"TRUE"
8036.6479949889,6548.46578445736,514.681188252679,4.28613494432609,689.25678525149,23.1447707985784,100.206692911067,"TRUE"
12706.6185193813,-2604.51422273253,1080.0486020346,15.8811413217383,366.286202310027,23.5547349619523,61.9518558244573,"FALSE"
15989.9843615245,16215.5055600725,1041.32981675814,11.2735374120038,627.83147813767,23.397740497274,42.5359631441248,"TRUE"
12260.5501726589,13970.8227402876,1191.54157276984,11.9050433709682,456.792185672185,24.7433482044054,76.6627963458547,"TRUE"
11921.6608377656,9403.51293830869,932.366441181033,5.36920393724252,482.927057423731,29.5548473457389,41.8786685633235,"TRUE"
13809.993750088,5864.79878767485,1274.73315679576,9.33138220267395,486.489528424131,23.1741593443371,64.4602298897555,"TRUE"
